,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,level
1219,1219,49895,2022-DFMX2W,{น้ำท่วม},"เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",1.น้ำท่วมขังหรือน้ำรอระบาย เมื่อฝนตกตลอด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/40c51d7586069de95d6832a1498f141546a00544.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1689387735437.jpeg,"100.56784,13.92255",เลขที่ 19/127 หมู่ 5 ถนนวิภาวดี แขวงสีกัน เขตดอนเมือง แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,2022-06-24 12:15:15.815276+00,เสร็จสิ้น,2.0,5,2023-07-15 02:22:16.866577+00,2.0
1223,1223,49917,2022-D9MU8F,{น้ำท่วม},"เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",น้ำท่วมในซอยค่ะ ท่วมเข้ามาถึงในบ้านเลย😭😭,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8c3caf3e00f9cdd5147a6f760fe406a068cadde7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/72a13f655bc6307b35e82cbc5dfed74a85af306c.jpg,"100.59248,13.92145",281/12 ซ. สรงประภา แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,2022-06-24 12:25:31.522964+00,เสร็จสิ้น,,0,2022-08-12 08:19:05.998728+00,2.0
1237,1237,50140,2022-3RF3C4,{น้ำท่วม},"เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ฝนตกหนักน้ำจะท่วมทุกครั้งครับ
ท่วมจนเข้าบ้านเรือนครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/53393ca3a55ef2f175fe7529b3a61b7f9dfd828f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/48df2f37bcbb9c472d802c79240bd708a601bf5d.jpg,"100.52470,13.70407",1808 7 ซ. จันทน์ 27 แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2022-06-24 14:19:36.545245+00,เสร็จสิ้น,,0,2022-11-28 03:34:10.516414+00,2.0
1245,1245,50194,2022-N7VLPE,{น้ำท่วม},"เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ในซอยเซนต์หลุยส์3  ตอนนี้ฝนตกหนักน้ำท่วมมาก  และน้ำเข้ามาในซอยด้วยคัย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/03db75d7817bc8e13da9ab8764dbf4116e70ac07.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/b27a61cd1b59aaefe0507cac3f7e777259c3ea09.jpg,"100.52675,13.70638",103 Sathon Tai Rd. Thung Wat Don Sathon  Bangkok 10120 แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2022-06-24 14:47:39.920247+00,เสร็จสิ้น,,0,2022-11-11 03:38:33.289802+00,2.0
1250,1250,50236,2022-7R2747,{น้ำท่วม},"เขตจอมทอง,ฝ่ายโยธา เขตจอมทอง,ผอ.เขตจอมทอง (นายณัฐพงษ์),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",น้ำท่วม ทั้งซอยทุกครั้ง เวลาฝนตก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f211afa6cd4b9fb5b2a249975a3a4da707f75610.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/97665939df767c20eb322ef099438c64847be0f7.jpg,"100.45430,13.67399",12 ซอย ชัยกุล 9/2 แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,บางมด,จอมทอง,กรุงเทพมหานคร,2022-06-24 14:57:08.0607+00,เสร็จสิ้น,,0,2022-12-16 07:16:43.106299+00,2.0
1252,1252,50241,2022-HZYYT8,{น้ำท่วม},"เขตบางขุนเทียน,สำนักการโยธา กทม.",แล้วก็ฝั่งตรงข้ามซอยเทียนทะเล 28 ตอนนี้ยังไม่เห็นมีท่อ สักอันเลยนะฮะ และน้ำก็ยังท่วมเหมือนเดิมเลย บางคน จะเข้าไปซื้อของฝั่งร้านที่หน้าร้านน้ำท่วม คนก็ไม่กล้าเข้า เลยอยากให้รีบมาทำท่อ ได้เร็วเท่าไหร่ยิ่งดีฮะ และก็เวลารถเลี้ยวเข้าร้าน ก็กลัวน้ำที่ท่วมขังเข้าห้องเครื่องมากๆฮะ อยากให้รีบมาแก้ไขเลยฮะ เพราะมันเป็นปัญหามานานละฮะ แจ้งไปหลายอาทิตย์แล้ว ก็ยังเงียบอยู่ฮะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4666826a618cf6b7b3179f0a750211f17706eea6.jpg,,"100.43275,13.59849",4 ถนนบางขุนเทียน-ชายทะเล แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2022-06-24 14:58:25.684017+00,กำลังดำเนินการ,,0,2023-02-02 06:58:51.820593+00,1.0
1260,1260,50305,2022-82MY4R,{น้ำท่วม},"แขวงทางหลวงธนบุรี กรมทางหลวง,เขตบางขุนเทียน,สำนักการระบายน้ำ กทม.,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ฝนตก น้ำท่วมหนักบริเวณหน้าเซนทรัลพระราม2หนักมาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c7524c2c08bd5ff0707c432d019bc3e6100c2a97.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/302d2ff85f0269c2c6a144b6afd8084b34c9b0c6.jpg,"100.43926,13.66263",42/7550 แยก 9 ทางคู่ขนานถนน พระราม 2 - ซอย พระรามสอง แขวง แสมดำ เขต บางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-24 15:19:18.066915+00,เสร็จสิ้น,,0,2022-07-02 08:20:37.412309+00,2.0
1265,1265,50332,2022-7AACVW,{น้ำท่วม},"เขตราษฎร์บูรณะ,ผอ.เขตราษฎร์บูรณะ (นายดลจิตร์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7c76109cee55b375bf73928a380d14a0a2a9f514.jpg,,"100.49270,13.67924",เลขที่ 21 ซอย สุขสวัสดิ์ 26 แยก 2 แขวง บางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2022-06-24 15:28:33.857795+00,เสร็จสิ้น,2.0,0,2022-06-29 09:19:44.194432+00,2.0
1268,1268,50351,2022-KKHHAR,"{ท่อระบายน้ำ,ถนน,น้ำท่วม}","เขตบางนา,ผอ.เขตบางนา (น.ส.โศรยา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ถนนสรรพาวุธ ฝั่งข้ามจากแยกบางนามาน้ำท่วมขังตลอดเลยครับ บริเวณหน้าคอนโด Ideo O2 อีกฝั่งเหมือนสูงกว่าน้ำไหลมารวมฝั่งนี้ อยากให้ช่วยเช็คท่อระบายน้ำให้หน่อย ขอบคุณครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/102af5b42c7b760376e9b9228dc90db94443c0c3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c0d8de0f7a222717516c506bea065aca241c2d34.jpg,"100.60499,13.67340",47/2 ถนน สรรพาวุธ แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาใต้,บางนา,กรุงเทพมหานคร,2022-06-24 15:33:22.472633+00,เสร็จสิ้น,5.0,0,2022-06-24 15:58:43.265154+00,2.0
1269,1269,50356,2022-6PYRRZ,"{น้ำท่วม,ถนน}","เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วมขังจากฝนตกหนักบริเวณแยกถนนเอกชัย จนถึงถนนบางขุนเทียน-ชายทะเล พื้นที่เขตบางบอนต่อเนื่องถึงบางขุนเทียน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9a5a3e7f6dc6fb2bf359ca5c36371bab9a14c44c.jpg,,"100.42874,13.66550",704/144 ถนนบางขุนเทียน-ชายทะเล แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-24 15:34:07.879103+00,เสร็จสิ้น,,0,2022-07-19 11:48:15.908101+00,2.0
1271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
1281,1281,50428,2022-DUZY9D,"{สะพาน,ถนน,น้ำท่วม}","เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",อยากให้มาช่วยขุดลอกท่อ บรรเทาปัญหาน้ำท่วมจุดนี้ค่ะ บริเวณถนนจันทน์ โดยเฉพาะตั้งแต่ช่วงบริเวณสามแยกสาธุฯตัดถนนจันทน์ ลากยาวไปถึงบริเวณสี่แยกสะพาน3ถนนจันทน์ และซอยจันทน์ต่างๆ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ad2524b4261f1927f4d36483f5d88a3b01edc4b9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/d65f68dc1bf8db26dcd07b42c1c83034fbd07679.jpg,"100.52675,13.70627",1790 1 ซ. จันทน์ 27 แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2022-06-24 16:07:33.631992+00,เสร็จสิ้น,,0,2022-11-11 03:36:24.700303+00,2.0
1291,1291,50597,2022-84BTCV,{น้ำท่วม},"เขตพระนคร,เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),ผอ.เขตพระนคร (นายสัมฤทธิ์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",พิกัด ม.บูรพาวิลล่า 12 ถ.วัดเวฬุวนาราม ซ.16 ซอยย่อย 11 เขตดอนเมือง // ปัญหา คือ หลังฝนตกจะมี น้ำท่วมขัง 2-3 วัน เป็นประจำ //  การสัญจรจะเดินไม่ได้ /// ขอบคุณคะ ถ้าจะดำเนินการ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3558d5d040ddde31d04a087c71e317e9e6300191.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/28d754d950e4a9c14b0e5ce0cd64db9912c7ecfc.jpg,"100.49129,13.75007",200 ถ. มหาราช แขวงพระบรมมหาราชวัง เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระบรมมหาราชวัง,พระนคร,กรุงเทพมหานคร,2022-06-24 23:28:02.756381+00,เสร็จสิ้น,,0,2022-08-13 03:54:57.445618+00,2.0
1301,1301,50756,2022-46632N,"{ท่อระบายน้ำ,ถนน,น้ำท่วม}","เขตบางขุนเทียน,สำนักการโยธา กทม.",น้ำท่วมขังถนนไม่มีท่อระบายน้ำถนนเป็นหลุมบริเวณกว้างต้องการให้มาเทยางมะตอยเพื่อปรับระดับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/603fffd93ac0847f33b6fdf9fc6d1d2f14988c3d.jpg,,"100.43312,13.59942",1 ถนนบางขุนเทียน-ชายทะเล แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2022-06-25 01:26:44.657248+00,กำลังดำเนินการ,,0,2023-02-02 06:58:20.024046+00,1.0
1304,1304,50786,2022-4N44AC,{น้ำท่วม},"เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วมขัง ซ.ประชาอุทิศ 33 แยก 25,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d6c68725c9159a81d5ebe814c8994b3624c18bca.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/8746b25eef23ecad451e194bb98120b5fa340e9e.jpg,"100.50973,13.65223",262 8 ซ. ประชาอุทิศ 33 แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,บางมด,ทุ่งครุ,กรุงเทพมหานคร,2022-06-25 01:43:57.599656+00,เสร็จสิ้น,,0,2022-07-14 11:49:55.631561+00,1.0
1305,1305,50810,2022-DX9M4B,{น้ำท่วม},"เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",-เวลาฝนตกหนัก น้ำในซอยจันทน์37 จะท่วมล้น และตั้งแต่มีการทำเนินหลังเต่าในซอย น้ำจะระบายไม่ทันท่วมเข้าถึงในบ้านตลอดค่ะ ดังภาพประกอบ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6a48003dbf22005fa6ea0eb830fa772317ee41b1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/2b69105f59b018740ec549849994f176c4ca441e.jpg,"100.52119,13.70548",1284 ซอย จันทน์ 37 แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2022-06-25 01:59:22.243424+00,เสร็จสิ้น,5.0,0,2022-11-28 02:38:03.436051+00,2.0
1307,1307,50854,2022-CHXC9L,{น้ำท่วม},"เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฝนตกเมื่อค่ำวานนี้มีน้ำท่วมขังค่ะ หมู่บ้านณัฐนันท์ ซอบประชาอุทิศ16,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1e3873c44bd4fafcba4dae45b609e577f8e3aed9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/81bcd135894bdb9b4a2446d9d1120fb15825ff4a.jpg,"100.58120,13.91315",46/41 ประชาอุทิศ แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,2022-06-25 02:14:49.376286+00,เสร็จสิ้น,,0,2022-08-13 04:24:03.412472+00,2.0
1310,1310,50895,2022-C9QXCD,"{น้ำท่วม,ถนน,ความปลอดภัย}","เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)","1. รายละเอียดที่ต้องการแจ้ง

ถนนซอยงามวงศ์วาน 47 (ชินเขต 2) ต่ำกว่าถนนสายหลัก มีสภาพทรุดโทรมแตกพัง เวลาฝนตกจะมีน้ำขังสูง เมื่อมีน้ำท่วมก็จะมองไม่เห็นหลุมบ่อของถนน จึงมีรถล้มและอุบัติเหตุบ่อยครั้งมากครับ

บ่อพักสาธารณะช่วงบริเวณถนนที่ต่ำ ก่อสร้างยกปากบ่อพักสูงกว่าถนน แต่ติดกับถนน จึงทำให้เกิดรถเฉี่ยวชนบ่อพัก ชาวบ้านทำได้เพียงทาสีเหลืองข้างบ่อพักให้เห็นชัดเจนขึ้นแต่ก็ยังเกิดอุบัติเหตุบ่อยครั้งอยู่ดีครับ

ถนนที่ต่ำกว่าที่เอกชนข้างเคียงไม่มีทางเดินเท้าทำให้ชาวบ้านรากหญ้าที่ไม่มีรถที่เดินเข้าซอยต้องคอยหลบรถเข้าบ้านระวังรถเฉี่ยวชนกันตามมีตามเกิด อันตรายมาก ๆ ครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/61ca773e42005d1f47d62dafc9f28eb8b2f1cfa5.jpg,,"100.55157,13.85469",83/111 ถนน งามวงศ์วาน แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2022-06-25 02:29:32.153714+00,เสร็จสิ้น,,0,2022-06-27 06:24:03.951321+00,1.0
1315,1315,50944,2022-HGU3D7,"{ถนน,น้ำท่วม,คลอง}","เขตลาดกระบัง,ผอ.เขตลาดกระบัง (นายธนะสิทธิ์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",หน้าหมู่บ้านพฤกษาวิลส์ ก่อนถึงแยกคลองมอญ ถนนมีน้ำท่วมขังค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/46ca31c270df56626ba6ad01cad09bea71d28ba7.jpg,,"100.80778,13.71996",164/3 มารีย์ ซ. 6 แขวง ทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,2022-06-25 02:52:03.852282+00,เสร็จสิ้น,,0,2023-08-16 07:00:59.63747+00,1.0
1317,1317,50948,2022-C79ZT2,{น้ำท่วม},"เขตราษฎร์บูรณะ,ผอ.เขตราษฎร์บูรณะ (นายดลจิตร์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วมขังซอยสุขสวัสดิ์30ติดเซเว่นกลางซอย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b398c8eca610946a6ae4bcd0be4da9077177df4a.jpg,,"100.49397,13.67285",697/6 ซอย สุขสวัสดิ์ แขวง บางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2022-06-25 02:54:56.58345+00,เสร็จสิ้น,3.0,1,2022-07-06 07:07:17.90691+00,2.0
1322,1322,50972,2022-KFVXV3,{น้ำท่วม},"เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฝนตกน้ำท่วมขังเป็นระยะเวลานาน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9db3675d41dd26c67e673938d4aca708069753e2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/7e8eae273b24d056e486066d360bafa0eca4a5a4.jpg,"100.58780,13.91529",14 ซอย ช่างอากาศอุทิศ 10 แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,2022-06-25 03:13:03.92603+00,เสร็จสิ้น,,0,2022-08-13 04:36:06.787858+00,2.0
1326,1326,51040,2022-6427F8,{น้ำท่วม},"เขตบางนา,ผอ.เขตบางนา (น.ส.โศรยา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ซ.สรรพาวุธ 2 (เลียบทางด่วนบางนา)
น้ำขังทุกครั้งที่มีฝนตกครับ
และยังไม่มีทางเดินเท้าที่ชัดเจน ทำให้คนเดินถนนเสี่ยงอันตรายมาก",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2dafbf44b4fcf9276999a03e30e160da7161c207.jpg,,"100.60499,13.67402",36 ถนน สรรพาวุธ แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาใต้,บางนา,กรุงเทพมหานคร,2022-06-25 03:37:15.483347+00,เสร็จสิ้น,,0,2022-06-25 04:09:53.568497+00,1.0
1342,1342,51390,2022-4R8NGR,"{ถนน,น้ำท่วม}","เขตลาดกระบัง,สำนักการโยธา กทม.,ผอ.เขตลาดกระบัง (นายธนะสิทธิ์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนไม่เสมอทำให้เกิดน้ำขัง พอรถสัญจรไปมาทำให้น้ำสาดเข้าบ้านคน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6cdf841193ecfa88c448d2382709fedf290b2ec9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/3d75b36df0e92cf54678e271fb7de29f850e89d8.jpg,"100.83086,13.71249",2 มารีย์ ซ. 6 แขวง ทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,2022-06-25 05:49:59.076664+00,เสร็จสิ้น,3.0,0,2023-08-16 07:08:37.43687+00,1.0
1356,1356,51811,2022-9ZZ6H2,{น้ำท่วม},"เขตดอนเมือง,ฝ่ายโยธา เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ทนน้ำท่วมมา6-7ปีละครับ เวฬุวนาราม32 เขตดอนเมือง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/573a073622eb1b84973a3eaeb124ffdd129cd503.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/d23c8a302597d5ee90315f7f6e20d0a2ca933d18.jpg,"100.56771,13.91975",298 ถนน วัดเวฬุวนาราม แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,2022-06-25 07:41:24.464814+00,เสร็จสิ้น,,0,2022-08-13 05:17:34.201714+00,2.0
1361,1361,51961,2022-9VWBWE,"{น้ำท่วม,ถนน}","เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)","น้ำท่วมในซอยพุทธบูชา37
ถนนลาดเอียงเท ถนนไม่เท่ากัน ทำให้น้ำท่วมขัวฝงเวลาฝนตก",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4b32f439ed4cf958fa232e5d7fe73e468b284448.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/909659c01c0f742da01008e132b19abc38146306.jpg,"100.47660,13.65260",222/1 ถนน พุทธบูชา แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,บางมด,ทุ่งครุ,กรุงเทพมหานคร,2022-06-25 08:27:20.516938+00,เสร็จสิ้น,,0,2022-07-06 12:09:37.378095+00,1.0
1365,1365,52007,2022-N4CHTC,{น้ำท่วม},"ยังไม่มีหน่วยงานรับผิดชอบ,เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ทางเข้าซอย เททางลาดยางไม่เสมอกัน เวลารถเลี้ยวเข้าออก ช่วงล่างของรถจะเสียเร็ว ยิ่งฝนตก น้ำขังหนักคะ ผรบ หรือ ทาง กทม ลาเยางไม่คิด้ผิ่อรถเข้าออก ลาเแล้วไม่เกลี่ยยาง ให้เป็นถถนทีาเรียบ้สมอกัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8d7e93ad3e774fdbb2203cee574548c87c94ddd1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9fac4d587e544a000ad7bcbced6d7835502da683.jpg,"100.64675,13.67083",110 ซอย มีสุข แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-06-25 08:46:00.488685+00,เสร็จสิ้น,,0,2022-10-27 07:34:31.861383+00,1.0
1367,1367,52013,2022-79M3BA,"{น้ำท่วม,ถนน}","กลุ่มงานระบายน้ำ V.2 เขตสายไหม,เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",น้ำท่วมขังถนนสายไหม เวลาที่มีฝนตกเกือบทุกครั้งเลย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a0ffd51670c0814670d75a738b5228925b03f71b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/18fd8868815545c74d6aa71d11127e4e6d857b79.jpg,"100.68099,13.92145",53/3 ถ. สายไหม แขวง สายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,สายไหม,สายไหม,กรุงเทพมหานคร,2022-06-25 08:48:36.215301+00,เสร็จสิ้น,4.0,0,2022-07-11 12:16:22.998353+00,2.0
1378,1378,52321,2022-HGDTHG,{น้ำท่วม},"เขตบางแค,ฝ่ายโยธา เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำขังตลอดเวลาครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f50c988e15b22b1ce042d7fba7bdd32280b3937f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/82e88416124e8e79dfb87577737786821f6d2e38.png,"100.40945,13.69824",356/7 ซอย กาญจนาภิเษก 0010 แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,2022-06-25 11:18:15.503746+00,เสร็จสิ้น,5.0,0,2022-06-25 11:23:43.548711+00,1.0
